applicant_id,state,density,job_id,title_raw,source,employer,policy_adjusted_score,base_fit_score,eligibility_status,n_gaps,primary_gap,match_label,rank
0183f9ae-29a2-4cf9-8f87-0870c622ecba,FL,2,0cf3e86d-7b7b-49b5-b0e7-95f732a9356b,Service Representative - ASCO - Miami,scraper,Schneider Electric,51.16,45.16,near_fit,2,job_family_compatibility,moderate_fit,1
0183f9ae-29a2-4cf9-8f87-0870c622ecba,FL,2,d6ce56c8-37c1-4825-9f1c-6a380cc955c6,Service Representative - ASCO - Tallahassee,scraper,Schneider Electric,51.16,45.16,near_fit,2,job_family_compatibility,moderate_fit,2
0199d2dd-2a09-4083-a6af-1d19500b4901,GA,2,d2b5bb83-b02b-43d9-9075-87bcffd426ba,System Specialist III,scraper,Schneider Electric,15.28,21.28,ineligible,1,job_family_compatibility,low_fit,1
0199d2dd-2a09-4083-a6af-1d19500b4901,GA,2,1bf0ac7a-e529-4e85-9cdb-5bea8e082fd1,Electronic Technician,scraper,Southwire,59.69,53.69,near_fit,2,seniority_compatibility,moderate_fit,2
0199d2dd-2a09-4083-a6af-1d19500b4901,GA,2,34db19d2-d22c-420b-9ca4-3a0b96da2fae,"Technician, Electronic",scraper,Southwire,59.63,53.63,near_fit,2,seniority_compatibility,moderate_fit,3
0199d2dd-2a09-4083-a6af-1d19500b4901,GA,2,f598393a-49cf-4330-97e9-3febf3c6614a,HVAC Installer - 2nd Shift (Apprenticeship Program),employer_created,Acme Industrial,57.06,46.06,near_fit,2,job_family_compatibility,moderate_fit,4
0199d2dd-2a09-4083-a6af-1d19500b4901,GA,2,7be0d8c5-61fb-42e0-85e2-e57eaa3c8c92,Building Automation Technician II,scraper,Schneider Electric,51.70,45.70,near_fit,2,job_family_compatibility,moderate_fit,5
0199d2dd-2a09-4083-a6af-1d19500b4901,GA,2,6c0c32de-720f-468e-9db4-98fcf35d3476,System Specialist II,scraper,Schneider Electric,51.62,45.62,near_fit,2,job_family_compatibility,moderate_fit,6
0199d2dd-2a09-4083-a6af-1d19500b4901,GA,2,092dfb2b-ff27-4d1b-aa53-8719e5b2f01e,System Specialist I,scraper,Schneider Electric,51.59,45.59,near_fit,2,job_family_compatibility,moderate_fit,7
0199d2dd-2a09-4083-a6af-1d19500b4901,GA,2,784960ea-8969-447d-935d-2a0e711996d6,System Specialist II,scraper,Schneider Electric,51.59,45.59,near_fit,2,job_family_compatibility,moderate_fit,8
0199d2dd-2a09-4083-a6af-1d19500b4901,GA,2,9089b0d0-9bcc-4423-9a86-9ec534a5f15a,Building Automation Technician II,scraper,Schneider Electric,51.59,45.59,near_fit,2,job_family_compatibility,moderate_fit,9
0199d2dd-2a09-4083-a6af-1d19500b4901,GA,2,91897402-de57-4dab-9099-843ecbb624b3,System Specialist I,scraper,Schneider Electric,51.59,45.59,near_fit,2,job_family_compatibility,moderate_fit,10
0199d2dd-2a09-4083-a6af-1d19500b4901,GA,2,aa9c7ad9-821b-405c-8099-64057cbf133a,System Specialist II,scraper,Schneider Electric,51.59,45.59,near_fit,2,job_family_compatibility,moderate_fit,11
0199d2dd-2a09-4083-a6af-1d19500b4901,GA,2,bd562210-99d4-4bde-8780-2e54953bf3dd,System Specialist II,scraper,Schneider Electric,51.59,45.59,near_fit,2,job_family_compatibility,moderate_fit,12
0199d2dd-2a09-4083-a6af-1d19500b4901,GA,2,619f163a-21a4-402f-ab9c-510eb8b05894,Field Service Technician - HVAC/Cooling,scraper,Schneider Electric,49.38,43.38,near_fit,2,job_family_compatibility,moderate_fit,13
0199d2dd-2a09-4083-a6af-1d19500b4901,GA,2,84ee4830-5a83-48d2-8872-a5a40e7f329b,Field Service Technician - HVAC/Cooling,scraper,Schneider Electric,49.38,43.38,near_fit,2,job_family_compatibility,moderate_fit,14
0199d2dd-2a09-4083-a6af-1d19500b4901,GA,2,6e0cf920-9cdc-40a1-a692-9191c7cde9f1,Welder,scraper,GE Vernova,52.38,46.38,near_fit,3,job_family_compatibility,moderate_fit,15
03725f8e-7021-4afb-a107-ee392306094f,AR,2,c1557174-f263-4b94-acae-541575223397,Field Service Technician - HVAC/Cooling,scraper,Schneider Electric,51.71,45.71,near_fit,2,job_family_compatibility,moderate_fit,1
03725f8e-7021-4afb-a107-ee392306094f,AR,2,b5eb6630-f8fa-4f4b-8b46-df30db6d53b0,Field Service Representative,scraper,Schneider Electric,51.12,45.12,near_fit,2,job_family_compatibility,moderate_fit,2
04dc7568-2561-4764-9195-4d521179f9b1,AR,1,c1557174-f263-4b94-acae-541575223397,Field Service Technician - HVAC/Cooling,scraper,Schneider Electric,50.59,44.59,near_fit,2,job_family_compatibility,moderate_fit,1
04dc7568-2561-4764-9195-4d521179f9b1,AR,1,b5eb6630-f8fa-4f4b-8b46-df30db6d53b0,Field Service Representative,scraper,Schneider Electric,50.00,44.00,near_fit,2,job_family_compatibility,moderate_fit,2
053b974a-1f89-4af9-8545-2aa1cebe53fb,ID,1,b02f1e6a-a061-457e-bc5d-4660236b7507,"Wind Hub Technician - Idaho 1 (Idaho Falls, ID)",scraper,GE Vernova,50.69,44.69,near_fit,3,job_family_compatibility,moderate_fit,1
05e3d434-8e3b-4bf8-9458-05bc10dc917c,CO,2,bd04aa5e-2928-4847-9744-1547a1ab34f1,Material Handler - Forklift / Warehouse Operator,scraper,Ball Corporation,52.87,46.87,near_fit,2,job_family_compatibility,moderate_fit,1
05e3d434-8e3b-4bf8-9458-05bc10dc917c,CO,2,55ca320c-2898-40a9-9512-907c637508ab,Field Service Representative - Power Distribution/Electrical,scraper,Schneider Electric,51.12,45.12,near_fit,2,job_family_compatibility,moderate_fit,2
05e3d434-8e3b-4bf8-9458-05bc10dc917c,CO,2,a2db9942-94b5-4f01-a5a2-61dee26618be,Production Technician,scraper,Ball Corporation,53.53,47.53,near_fit,3,job_family_compatibility,moderate_fit,3
05e3d434-8e3b-4bf8-9458-05bc10dc917c,CO,2,acc8ba1f-b40a-40d5-bff8-d3513f34e44c,Machinist,scraper,Ball Corporation,52.79,46.79,near_fit,3,job_family_compatibility,moderate_fit,4
06a62bf8-f705-42b5-96a1-d839cfc06b70,IA,2,ad9ace0a-35e9-4b3a-945f-ea189fa9909a,High Voltage Technician III,scraper,GE Vernova,15.69,21.69,ineligible,2,job_family_compatibility,low_fit,1
0917178f-128e-4906-9b56-fd75cba91bb3,ID,1,b02f1e6a-a061-457e-bc5d-4660236b7507,"Wind Hub Technician - Idaho 1 (Idaho Falls, ID)",scraper,GE Vernova,47.10,41.10,near_fit,3,job_family_compatibility,moderate_fit,1
09a1257c-057e-4135-9bfc-d0c6aa473bbb,HI,1,e59950c8-3322-4281-a0b4-a3cdcef0c8af,Material Handler,scraper,Ball Corporation,51.74,45.74,near_fit,2,job_family_compatibility,moderate_fit,1
0b49d2c8-6a10-48ba-85de-5d0ee6ee0440,AK,1,c94f3763-7c07-414c-9f9c-c1b8f9280c7a,"Lead Senior Wind Hub Technician - Fire Island (Anchorage, AK)",scraper,GE Vernova,15.17,21.17,ineligible,2,job_family_compatibility,low_fit,1
0b6d4dfd-e956-4b56-b2af-c17700b19082,AZ,2,abb0d5f2-47b2-4d88-99e3-319caef8a27c,Manufacturing Cell Lead (2nd Shift),scraper,Schneider Electric,15.31,21.31,ineligible,1,job_family_compatibility,low_fit,1
0b6d4dfd-e956-4b56-b2af-c17700b19082,AZ,2,95614908-a096-4942-98c5-186ebfeb031f,HVAC-Electrical Technician,seed,Southwest Electric & HVAC,53.20,47.20,near_fit,2,job_family_compatibility,moderate_fit,2
0b6d4dfd-e956-4b56-b2af-c17700b19082,AZ,2,392f14b7-7f5d-4e24-a95c-91318ad5e80b,Field Service Representative - HVAC/Cooling,scraper,Schneider Electric,51.87,45.87,near_fit,2,job_family_compatibility,moderate_fit,3
0b6d4dfd-e956-4b56-b2af-c17700b19082,AZ,2,5b7de9fd-608f-4751-bf57-ea7f12da966f,Continuous Improvement Leader,scraper,Schneider Electric,49.55,43.55,near_fit,2,job_family_compatibility,moderate_fit,4
0c90b020-3a9d-414d-9670-e63f3f79d3ec,HI,1,e59950c8-3322-4281-a0b4-a3cdcef0c8af,Material Handler,scraper,Ball Corporation,51.74,45.74,near_fit,2,job_family_compatibility,moderate_fit,1
0dbc257c-8aba-4aa8-97aa-015ed2589c43,IA,2,8e06db2f-46d1-4c95-9260-54d0d5bf7939,Production Operator,scraper,Schneider Electric,54.84,48.84,near_fit,2,job_family_compatibility,moderate_fit,1
0dbc257c-8aba-4aa8-97aa-015ed2589c43,IA,2,ee77e28f-dc40-4a0f-92eb-f49562febe70,Manufacturing Production Worker,scraper,Schneider Electric,51.80,45.80,near_fit,2,job_family_compatibility,moderate_fit,2
0dbc257c-8aba-4aa8-97aa-015ed2589c43,IA,2,ad9ace0a-35e9-4b3a-945f-ea189fa9909a,High Voltage Technician III,scraper,GE Vernova,15.69,21.69,ineligible,2,job_family_compatibility,low_fit,3
0dbc257c-8aba-4aa8-97aa-015ed2589c43,IA,2,df73ef56-a006-40de-ba19-b61ebe2c0704,Manufacturing Production Worker,scraper,Schneider Electric,53.35,47.35,near_fit,3,job_family_compatibility,moderate_fit,4
0dbc257c-8aba-4aa8-97aa-015ed2589c43,IA,2,31d4ed44-8500-44fe-8e98-8926fa2dc95a,Quality Technician - 2nd Shift,scraper,Schneider Electric,49.84,43.84,near_fit,3,job_family_compatibility,moderate_fit,5
0dbc257c-8aba-4aa8-97aa-015ed2589c43,IA,2,a739d570-4a41-4688-a355-cfa5fc8a8192,Quality Technician - 3rd Shift,scraper,Schneider Electric,49.84,43.84,near_fit,3,job_family_compatibility,moderate_fit,6
0f886a1c-1515-4ca8-8c87-84f3ab32d22c,ID,2,b02f1e6a-a061-457e-bc5d-4660236b7507,"Wind Hub Technician - Idaho 1 (Idaho Falls, ID)",scraper,GE Vernova,51.81,45.81,near_fit,3,job_family_compatibility,moderate_fit,1
0feaea55-b1d0-429f-9978-37a636b2c94f,HI,2,e59950c8-3322-4281-a0b4-a3cdcef0c8af,Material Handler,scraper,Ball Corporation,52.37,46.37,near_fit,2,job_family_compatibility,moderate_fit,1
11d207fe-1b27-46c8-8c90-7b7bbc0011af,AZ,1,398da005-863a-485c-a972-f555fcc71f5e,Field Service Representative - Drives/Industry,scraper,Schneider Electric,52.35,46.35,near_fit,1,job_family_compatibility,moderate_fit,1
11d207fe-1b27-46c8-8c90-7b7bbc0011af,AZ,1,cc8866c0-fd8c-4ec4-8c76-6d222ef7b305,Quality Inspector,scraper,Schneider Electric,50.48,44.48,near_fit,1,job_family_compatibility,moderate_fit,2
11d207fe-1b27-46c8-8c90-7b7bbc0011af,AZ,1,f11111cd-0177-4bbc-a032-82cde1e21e4c,Quality Inspector,scraper,Schneider Electric,50.48,44.48,near_fit,1,job_family_compatibility,moderate_fit,3
11d207fe-1b27-46c8-8c90-7b7bbc0011af,AZ,1,ced66e0d-fea0-4c45-a6b0-03b0c7d3993c,Production Supervisor,scraper,Schneider Electric,14.85,20.85,ineligible,1,job_family_compatibility,low_fit,4
11d207fe-1b27-46c8-8c90-7b7bbc0011af,AZ,1,abb0d5f2-47b2-4d88-99e3-319caef8a27c,Manufacturing Cell Lead (2nd Shift),scraper,Schneider Electric,14.78,20.78,ineligible,1,job_family_compatibility,low_fit,5
11d207fe-1b27-46c8-8c90-7b7bbc0011af,AZ,1,95614908-a096-4942-98c5-186ebfeb031f,HVAC-Electrical Technician,seed,Southwest Electric & HVAC,52.08,46.08,near_fit,2,job_family_compatibility,moderate_fit,6
11d207fe-1b27-46c8-8c90-7b7bbc0011af,AZ,1,392f14b7-7f5d-4e24-a95c-91318ad5e80b,Field Service Representative - HVAC/Cooling,scraper,Schneider Electric,50.74,44.74,near_fit,2,job_family_compatibility,moderate_fit,7
11d207fe-1b27-46c8-8c90-7b7bbc0011af,AZ,1,f39b2b0c-778f-47c5-8f6d-4b9353db57a6,Field Service Representative,scraper,Schneider Electric,50.03,44.03,near_fit,2,job_family_compatibility,moderate_fit,8
11d207fe-1b27-46c8-8c90-7b7bbc0011af,AZ,1,5b7de9fd-608f-4751-bf57-ea7f12da966f,Continuous Improvement Leader,scraper,Schneider Electric,48.42,42.42,near_fit,2,job_family_compatibility,moderate_fit,9
11d207fe-1b27-46c8-8c90-7b7bbc0011af,AZ,1,707c18e2-5cba-4985-8dd6-26b3a8a60a95,Maintenance Mechanic,scraper,Ball Corporation,50.23,44.23,near_fit,3,job_family_compatibility,moderate_fit,10
120e745a-89d1-4547-a750-9d5535bbcb96,AR,2,c1557174-f263-4b94-acae-541575223397,Field Service Technician - HVAC/Cooling,scraper,Schneider Electric,51.71,45.71,near_fit,2,job_family_compatibility,moderate_fit,1
120e745a-89d1-4547-a750-9d5535bbcb96,AR,2,b5eb6630-f8fa-4f4b-8b46-df30db6d53b0,Field Service Representative,scraper,Schneider Electric,51.12,45.12,near_fit,2,job_family_compatibility,moderate_fit,2
13426dac-9e4a-4ced-81e2-a24d51447f84,AL,2,334c520d-9f9d-4ba6-b719-3ba479d79642,Warehouse Associate Manufacturing II,scraper,Southwire,53.16,47.16,near_fit,3,job_family_compatibility,moderate_fit,1
15c99d7b-8379-4116-9f88-87e75607597a,GA,2,7589aba9-4d64-4d0f-83dc-238301e9777a,AMT - Avionics - Component Maintenance,scraper,Delta Air Lines,61.80,55.80,near_fit,1,seniority_compatibility,good_fit,1
15c99d7b-8379-4116-9f88-87e75607597a,GA,2,07217a0b-d6bf-4e3f-a895-d81309df4cf2,Aircraft Mtc Surface Coat Technician,scraper,Delta Air Lines,61.75,55.75,near_fit,1,seniority_compatibility,good_fit,2
15c99d7b-8379-4116-9f88-87e75607597a,GA,2,51b5fe5a-552b-48f1-8dd9-c51a3c65fbde,Aircraft Maintenance Technician 2,scraper,Delta Air Lines,60.84,54.84,near_fit,1,seniority_compatibility,good_fit,3
15c99d7b-8379-4116-9f88-87e75607597a,GA,2,a25b80fb-8867-4bcf-a7f1-659b46569740,Field Service Representative I,scraper,Schneider Electric,60.22,54.22,near_fit,1,required_credential_compatibility,good_fit,4
15c99d7b-8379-4116-9f88-87e75607597a,GA,2,2d4478e8-6572-4cea-9bed-ebb35b0452ad,Field Service Representative - Secure Power/Electronic,scraper,Schneider Electric,59.92,53.92,near_fit,1,required_credential_compatibility,moderate_fit,5
15c99d7b-8379-4116-9f88-87e75607597a,GA,2,4e19e54f-bbc8-4fd7-b592-eec1b5dd3bb6,Field Service Representative - Power Distribution/Electrical,scraper,Schneider Electric,59.92,53.92,near_fit,1,required_credential_compatibility,moderate_fit,6
15c99d7b-8379-4116-9f88-87e75607597a,GA,2,a73a1c20-1806-418a-93c9-d8d84fa23ae3,Field Service Representative I,scraper,Schneider Electric,59.92,53.92,near_fit,1,required_credential_compatibility,moderate_fit,7
15c99d7b-8379-4116-9f88-87e75607597a,GA,2,c98f5980-0f8d-4ab0-8c1e-0b16113ef018,Field Service Representative - Power Distribution/Electrical,scraper,Schneider Electric,59.92,53.92,near_fit,1,required_credential_compatibility,moderate_fit,8
15c99d7b-8379-4116-9f88-87e75607597a,GA,2,dbcdcc74-0ea5-4c37-ad66-1bbc27f2fd34,Field Service Representative I,scraper,Schneider Electric,59.92,53.92,near_fit,1,required_credential_compatibility,moderate_fit,9
15c99d7b-8379-4116-9f88-87e75607597a,GA,2,dd301bdc-0e82-4e98-9e14-57c8247c0260,Field Service Representative - Power Distribution/Electrical,scraper,Schneider Electric,59.92,53.92,near_fit,1,required_credential_compatibility,moderate_fit,10
15c99d7b-8379-4116-9f88-87e75607597a,GA,2,129030bc-0db8-4ed9-b4c0-25583cbef1ba,Field Service Technician,scraper,Schneider Electric,58.04,52.04,near_fit,1,required_credential_compatibility,moderate_fit,11
15c99d7b-8379-4116-9f88-87e75607597a,GA,2,3a49304e-d302-4423-a97a-4f65ef8ac44d,Machinist millwright,scraper,Ball Corporation,62.41,56.41,near_fit,2,seniority_compatibility,good_fit,12
15c99d7b-8379-4116-9f88-87e75607597a,GA,2,2af28403-0840-4df5-b7b8-36e623e72e53,"Technician, I",scraper,Southwire,57.83,51.83,near_fit,2,seniority_compatibility,moderate_fit,13
15c99d7b-8379-4116-9f88-87e75607597a,GA,2,13323029-09a8-47a1-8b3b-2bf6e4f6137b,"Technician, Maintenance II",scraper,Southwire,57.68,51.68,near_fit,2,seniority_compatibility,moderate_fit,14
15c99d7b-8379-4116-9f88-87e75607597a,GA,2,88be611e-8df7-464a-91a3-fbaa826c984f,Ground Maintenance Mechanic (Motorized) - ATL,scraper,Delta Air Lines,52.71,46.71,near_fit,2,job_family_compatibility,moderate_fit,15
15c99d7b-8379-4116-9f88-87e75607597a,GA,2,01811a18-2fb7-4c0a-a7e0-15143caaf65e,Ground Maintenance Mechanic (Stationary) - ATL,scraper,Delta Air Lines,52.65,46.65,near_fit,2,job_family_compatibility,moderate_fit,16
15c99d7b-8379-4116-9f88-87e75607597a,GA,2,23cc0d4f-2f56-4972-9c03-5b87c1ff0806,Hourly Warehouse Team Member - Temporary Full-Time - Atlanta HVC (PS&L),employer_import,Ford Motor Company,51.39,45.39,near_fit,2,job_family_compatibility,moderate_fit,17
15c99d7b-8379-4116-9f88-87e75607597a,GA,2,5ed09f56-d309-4c8d-9513-b28283aba939,Machinist,scraper,GE Vernova,50.25,44.25,near_fit,2,job_family_compatibility,moderate_fit,18
15c99d7b-8379-4116-9f88-87e75607597a,GA,2,2713d0f9-14c5-40f6-b6d4-8c648816908e,Production Technician,scraper,Ball Corporation,53.84,47.84,near_fit,3,job_family_compatibility,moderate_fit,19
15c99d7b-8379-4116-9f88-87e75607597a,GA,2,7b12cd8f-f67a-4e7c-8890-2a3b1edbe2b7,Extruder Operator II (2nd Shift),employer_import,Southwire,53.20,47.20,near_fit,3,job_family_compatibility,moderate_fit,20
15c99d7b-8379-4116-9f88-87e75607597a,GA,2,2f35d354-c982-4f31-b4fe-ea388c7854ae,"Operator, Extruder II",scraper,Southwire,53.13,47.13,near_fit,3,job_family_compatibility,moderate_fit,21
15c99d7b-8379-4116-9f88-87e75607597a,GA,2,3ecaaebf-ef87-4111-bb8d-13ee3cdabd7b,Extruder Operator II,scraper,Southwire,53.13,47.13,near_fit,3,job_family_compatibility,moderate_fit,22
15c99d7b-8379-4116-9f88-87e75607597a,GA,2,d2b34f76-7d66-4bee-bcb0-269bbb7d0f75,Take-up Operator I,scraper,Southwire,53.05,47.05,near_fit,3,job_family_compatibility,moderate_fit,23
15c99d7b-8379-4116-9f88-87e75607597a,GA,2,609a49ef-4f83-4ef1-a315-0debfc1faa16,"Operator, Take Up I",scraper,Southwire,53.02,47.02,near_fit,3,job_family_compatibility,moderate_fit,24
15c99d7b-8379-4116-9f88-87e75607597a,GA,2,97e3ae11-f613-41dd-adca-c8d1e4d5cdaa,"Operator, Take Up I",scraper,Southwire,53.00,47.00,near_fit,3,job_family_compatibility,moderate_fit,25
15c99d7b-8379-4116-9f88-87e75607597a,GA,2,8e1eb9a8-1dea-4839-8b5b-98dcc8d257e9,Machinist I,scraper,Southwire,52.99,46.99,near_fit,3,job_family_compatibility,moderate_fit,26
15c99d7b-8379-4116-9f88-87e75607597a,GA,2,050f299a-3320-4e53-91aa-e93418d2ab99,Buncher Operator II,employer_import,Southwire,52.73,46.73,near_fit,3,job_family_compatibility,moderate_fit,27
15c99d7b-8379-4116-9f88-87e75607597a,GA,2,6e0cf920-9cdc-40a1-a692-9191c7cde9f1,Welder,scraper,GE Vernova,52.70,46.70,near_fit,3,job_family_compatibility,moderate_fit,28
15c99d7b-8379-4116-9f88-87e75607597a,GA,2,0336a541-1cd7-4970-b181-33a30857fa4c,Armoring Machine Operator,scraper,Southwire,52.66,46.66,near_fit,3,job_family_compatibility,moderate_fit,29
15c99d7b-8379-4116-9f88-87e75607597a,GA,2,67b5286c-436e-453c-aefb-acc7d5793715,Armoring Machine Operator,employer_import,Southwire,52.66,46.66,near_fit,3,job_family_compatibility,moderate_fit,30
15c99d7b-8379-4116-9f88-87e75607597a,GA,2,dd3d814c-135d-4c3a-9dfc-fd6607803797,Armoring Machine Operator,scraper,Southwire,52.66,46.66,near_fit,3,job_family_compatibility,moderate_fit,31
15c99d7b-8379-4116-9f88-87e75607597a,GA,2,6a2fad85-24bd-4ef0-96c2-b87f6416fc5c,"Operator, Drawing I",scraper,Southwire,52.62,46.62,near_fit,3,job_family_compatibility,moderate_fit,32
15c99d7b-8379-4116-9f88-87e75607597a,GA,2,e8182e8c-0173-41e3-a046-b8061ff9ee8a,Drawing Operator II,scraper,Southwire,52.61,46.61,near_fit,3,job_family_compatibility,moderate_fit,33
15c99d7b-8379-4116-9f88-87e75607597a,GA,2,7a1ae3c5-44c0-4580-9860-6066b81571a6,CNC Industrial Machine Operator,scraper,Delta Air Lines,51.06,45.06,near_fit,3,job_family_compatibility,moderate_fit,34
15c99d7b-8379-4116-9f88-87e75607597a,GA,2,398093d8-ae6f-4f25-9dcc-70d9052d9b05,"Operator, Take Up II",scraper,Southwire,50.90,44.90,near_fit,3,job_family_compatibility,moderate_fit,35
15c99d7b-8379-4116-9f88-87e75607597a,GA,2,3e43d7c9-7084-4ffc-9cc4-26453e4b724f,"Operator, Take Up III",scraper,Southwire,50.90,44.90,near_fit,3,job_family_compatibility,moderate_fit,36
15c99d7b-8379-4116-9f88-87e75607597a,GA,2,43bcc0fb-b9b4-4bb0-9930-0bc29dee7a7f,"Operator, Take Up III",scraper,Southwire,50.90,44.90,near_fit,3,job_family_compatibility,moderate_fit,37
15c99d7b-8379-4116-9f88-87e75607597a,GA,2,94a4ab5c-f9cf-4cce-b4f5-389a4b06484c,Take-up Operator II (2nd Shift),scraper,Southwire,50.90,44.90,near_fit,3,job_family_compatibility,moderate_fit,38
15c99d7b-8379-4116-9f88-87e75607597a,GA,2,eb3167c4-8577-459e-a498-aa9657be0d85,"Operator, Take Up III",scraper,Southwire,50.90,44.90,near_fit,3,job_family_compatibility,moderate_fit,39
1632bc5e-7dd5-4753-961f-5ea2258d660c,HI,1,e59950c8-3322-4281-a0b4-a3cdcef0c8af,Material Handler,scraper,Ball Corporation,47.80,41.80,near_fit,2,job_family_compatibility,moderate_fit,1
17c9a2f2-5af3-4dea-bc6b-72a32dcbda20,AZ,1,398da005-863a-485c-a972-f555fcc71f5e,Field Service Representative - Drives/Industry,scraper,Schneider Electric,52.35,46.35,near_fit,1,job_family_compatibility,moderate_fit,1
17c9a2f2-5af3-4dea-bc6b-72a32dcbda20,AZ,1,cc8866c0-fd8c-4ec4-8c76-6d222ef7b305,Quality Inspector,scraper,Schneider Electric,50.48,44.48,near_fit,1,job_family_compatibility,moderate_fit,2
17c9a2f2-5af3-4dea-bc6b-72a32dcbda20,AZ,1,f11111cd-0177-4bbc-a032-82cde1e21e4c,Quality Inspector,scraper,Schneider Electric,50.48,44.48,near_fit,1,job_family_compatibility,moderate_fit,3
17c9a2f2-5af3-4dea-bc6b-72a32dcbda20,AZ,1,ced66e0d-fea0-4c45-a6b0-03b0c7d3993c,Production Supervisor,scraper,Schneider Electric,14.85,20.85,ineligible,1,job_family_compatibility,low_fit,4
17c9a2f2-5af3-4dea-bc6b-72a32dcbda20,AZ,1,abb0d5f2-47b2-4d88-99e3-319caef8a27c,Manufacturing Cell Lead (2nd Shift),scraper,Schneider Electric,14.78,20.78,ineligible,1,job_family_compatibility,low_fit,5
17c9a2f2-5af3-4dea-bc6b-72a32dcbda20,AZ,1,95614908-a096-4942-98c5-186ebfeb031f,HVAC-Electrical Technician,seed,Southwest Electric & HVAC,52.08,46.08,near_fit,2,job_family_compatibility,moderate_fit,6
17c9a2f2-5af3-4dea-bc6b-72a32dcbda20,AZ,1,392f14b7-7f5d-4e24-a95c-91318ad5e80b,Field Service Representative - HVAC/Cooling,scraper,Schneider Electric,50.74,44.74,near_fit,2,job_family_compatibility,moderate_fit,7
17c9a2f2-5af3-4dea-bc6b-72a32dcbda20,AZ,1,f39b2b0c-778f-47c5-8f6d-4b9353db57a6,Field Service Representative,scraper,Schneider Electric,50.03,44.03,near_fit,2,job_family_compatibility,moderate_fit,8
17c9a2f2-5af3-4dea-bc6b-72a32dcbda20,AZ,1,5b7de9fd-608f-4751-bf57-ea7f12da966f,Continuous Improvement Leader,scraper,Schneider Electric,48.42,42.42,near_fit,2,job_family_compatibility,moderate_fit,9
17c9a2f2-5af3-4dea-bc6b-72a32dcbda20,AZ,1,707c18e2-5cba-4985-8dd6-26b3a8a60a95,Maintenance Mechanic,scraper,Ball Corporation,50.23,44.23,near_fit,3,job_family_compatibility,moderate_fit,10
18de16e2-61ff-44aa-add8-4a9daf94f9d9,AK,1,c94f3763-7c07-414c-9f9c-c1b8f9280c7a,"Lead Senior Wind Hub Technician - Fire Island (Anchorage, AK)",scraper,GE Vernova,15.17,21.17,ineligible,2,job_family_compatibility,low_fit,1
18ee24f1-3f4b-4efe-9a1d-a4a68424d40d,CO,2,bd04aa5e-2928-4847-9744-1547a1ab34f1,Material Handler - Forklift / Warehouse Operator,scraper,Ball Corporation,52.87,46.87,near_fit,2,job_family_compatibility,moderate_fit,1
1a1f0fed-5bfc-4dcc-a68c-65a6dabada41,AL,2,946b1c6d-9602-49c2-9e41-76a8da8db0fa,Machine Operator EG,scraper,Southwire,53.20,47.20,near_fit,2,job_family_compatibility,moderate_fit,1
1acc87cc-a94b-4a42-9e66-8da9ff99f56f,CO,2,bd04aa5e-2928-4847-9744-1547a1ab34f1,Material Handler - Forklift / Warehouse Operator,scraper,Ball Corporation,52.87,46.87,near_fit,2,job_family_compatibility,moderate_fit,1
20c63037-d2da-4e1d-b1ed-3bf116b8e111,AR,2,c1557174-f263-4b94-acae-541575223397,Field Service Technician - HVAC/Cooling,scraper,Schneider Electric,51.71,45.71,near_fit,2,job_family_compatibility,moderate_fit,1
20c63037-d2da-4e1d-b1ed-3bf116b8e111,AR,2,b5eb6630-f8fa-4f4b-8b46-df30db6d53b0,Field Service Representative,scraper,Schneider Electric,51.12,45.12,near_fit,2,job_family_compatibility,moderate_fit,2
218ad730-708a-4d71-a0aa-81b998f2e6da,AZ,2,392f14b7-7f5d-4e24-a95c-91318ad5e80b,Field Service Representative - HVAC/Cooling,scraper,Schneider Electric,57.71,51.71,near_fit,1,required_credential_compatibility,moderate_fit,1
218ad730-708a-4d71-a0aa-81b998f2e6da,AZ,2,abb0d5f2-47b2-4d88-99e3-319caef8a27c,Manufacturing Cell Lead (2nd Shift),scraper,Schneider Electric,15.31,21.31,ineligible,1,job_family_compatibility,low_fit,2
218ad730-708a-4d71-a0aa-81b998f2e6da,AZ,2,95614908-a096-4942-98c5-186ebfeb031f,HVAC-Electrical Technician,seed,Southwest Electric & HVAC,52.99,46.99,near_fit,2,job_family_compatibility,moderate_fit,3
218ad730-708a-4d71-a0aa-81b998f2e6da,AZ,2,5b7de9fd-608f-4751-bf57-ea7f12da966f,Continuous Improvement Leader,scraper,Schneider Electric,49.55,43.55,near_fit,2,job_family_compatibility,moderate_fit,4
22156308-4c69-42af-9fd8-5e2d99d7dca4,CA,2,ee7da4c4-6f75-482f-a406-24c03d68ca9a,Electrical Apprentice,seed,Pacific Grid Services,53.84,42.84,near_fit,2,job_family_compatibility,moderate_fit,1
22156308-4c69-42af-9fd8-5e2d99d7dca4,CA,2,53f24894-9291-47ae-8284-33c3ab646baa,Service Specialist II,scraper,Schneider Electric,51.22,45.22,near_fit,2,job_family_compatibility,moderate_fit,2
22156308-4c69-42af-9fd8-5e2d99d7dca4,CA,2,2815b44e-d2c8-4e28-8d97-62127318d2bd,Residential Electrician,seed,Bay Area Electrical Contractors,48.94,42.94,near_fit,2,job_family_compatibility,moderate_fit,3
